layer,uniprot,n_actives,n_decoys,ef1,ef5,bedroc,auroc,pr_auc
L2,Q86V86,37,1850,51.0000,19.3263,0.9784,0.9858,0.9610
L2,Q86W56,341,17050,51.0000,19.9897,0.9994,1.0000,0.9997
L2,Q86WV6,170,8500,51.0000,19.8594,0.9973,0.9975,0.9941
L2,Q86X55,47,2350,51.0000,18.7000,0.9432,0.9940,0.9118
L2,Q8IVH8,332,16600,51.0000,19.6895,0.9928,0.9970,0.9865
L2,Q8IXJ6,17,850,51.0000,17.3864,0.9463,0.9869,0.9018
L2,Q8IYT8,11,550,51.0000,19.3448,0.9492,0.9983,0.9343
L2,Q8N884,308,15400,51.0000,19.8550,0.9965,0.9994,0.9936
L2,Q8NEB9,57,2850,51.0000,19.9110,0.9999,1.0000,1.0000
L2,Q8NER1,44,2200,51.0000,17.1504,0.9378,0.9813,0.8872
L2,Q8NET8,296,14800,51.0000,19.9272,0.9985,0.9994,0.9969
L2,Q8NFU5,66,3300,51.0000,19.9172,0.9995,1.0000,0.9993
L2,Q8NI77,1090,54500,51.0000,19.9964,0.9965,1.0000,1.0000
L2,Q8R4B8,58,2900,51.0000,18.6081,0.9537,0.9814,0.9145
L2,Q8TDV5,30,1500,51.0000,19.8701,0.9871,0.9996,0.9857
L2,Q8TF76,37,1850,51.0000,18.2526,0.9553,0.9397,0.9090
L2,Q92633,560,28000,51.0000,20.0000,0.9999,1.0000,1.0000
L2,Q92769,338,16900,51.0000,19.4652,0.9752,0.9969,0.9593
L2,Q92793,437,21850,51.0000,19.9883,0.9672,1.0000,0.9992
L2,Q92831,41,2050,51.0000,19.9143,0.9998,1.0000,1.0000
L2,Q92918,2271,113550,51.0000,19.9703,0.9976,0.9992,0.9970
L2,Q92993,93,4650,51.0000,19.7143,0.9945,0.9989,0.9897
L2,Q93009,293,14650,51.0000,19.8409,0.9939,0.9948,0.9934
L2,Q969S8,11,550,34.0000,17.5862,0.7979,0.9442,0.7252
L2,Q96GG9,510,25500,51.0000,19.9923,0.9984,1.0000,0.9998
L2,Q96KQ7,34,1700,51.0000,19.9310,0.9926,0.9998,0.9915
L2,Q96P20,444,22200,51.0000,19.9409,0.9979,0.9987,0.9963
L2,Q96RI1,61,3050,51.0000,19.2885,0.9855,0.9952,0.9721
L2,Q96S37,30,1500,51.0000,18.5455,0.9687,0.9959,0.9470
L2,Q96SW2,673,33650,50.7035,19.9901,0.9910,0.9998,0.9850
L2,Q99558,55,2750,51.0000,19.8936,0.9999,1.0000,1.0000
L2,Q99571,49,2450,51.0000,19.5840,0.9907,0.9924,0.9806
L2,Q99572,27,1350,51.0000,19.2174,0.9800,0.9899,0.9606
L2,Q99640,286,14300,51.0000,19.9808,0.9912,0.9997,0.9871
L2,Q99683,76,3800,51.0000,19.9794,0.9967,0.9999,0.9962
L2,Q99685,380,19000,51.0000,20.0000,0.9996,1.0000,1.0000
L2,Q99720,42,2100,51.0000,18.8889,0.9795,0.9879,0.9583
L2,Q99814,114,5700,51.0000,19.9794,0.9999,1.0000,1.0000
L2,Q99873,30,1500,51.0000,18.5455,0.9552,0.9717,0.9188
L2,Q9BUB5,116,5800,51.0000,19.2973,0.9835,0.9745,0.9663
L2,Q9BWU1,17,850,51.0000,17.3864,0.9462,0.9399,0.8877
L2,Q9BY41,393,19650,51.0000,19.7797,0.9876,0.9943,0.9789
L2,Q9BZP6,13,650,51.0000,19.5000,0.9988,1.0000,1.0000
L2,Q9C0B1,30,1500,51.0000,19.2078,0.9840,0.9845,0.9669
L2,Q9GZT9,78,3900,51.0000,19.9899,0.9932,0.9996,0.9897
L2,Q9H2K2,80,4000,51.0000,19.2500,0.9839,0.9960,0.9687
L2,Q9H3N8,55,2750,51.0000,19.5319,0.9923,0.9822,0.9822
L2,Q9H7B4,25,1250,51.0000,19.9219,0.9946,1.0000,1.0000
L2,Q9H8M2,391,19550,51.0000,19.9810,1.0000,1.0000,1.0000
L2,Q9H999,81,4050,51.0000,19.9565,0.9996,1.0000,1.0000
L2,Q9HAZ1,135,6750,51.0000,19.5130,0.9830,0.9880,0.9680
L2,Q9HBH9,104,5200,51.0000,18.9812,0.9772,0.9771,0.9513
L2,Q9NQS5,46,2300,51.0000,19.4492,0.9904,0.9820,0.9783
L2,Q9NR48,35,1750,51.0000,19.8333,0.9997,1.0000,1.0000
L2,Q9NR97,58,2900,51.0000,19.6419,0.9926,0.9896,0.9833
L2,Q9NSY1,68,3400,51.0000,19.9310,0.9987,1.0000,0.9996
L2,Q9NWZ3,1458,72900,50.8629,19.9309,0.9954,0.9992,0.9935
L2,Q9NXS2,41,2050,51.0000,18.9429,0.9557,0.9916,0.9280
L2,Q9NYK1,58,2900,51.0000,19.9865,0.9998,1.0000,1.0000
L2,Q9NYL2,12,600,51.0000,18.0968,0.9620,0.9780,0.9225
L2,Q9NYV4,282,14100,51.0000,19.6208,0.9922,0.9936,0.9833
L2,Q9NZQ7,876,43800,51.0000,19.9297,0.9974,0.9981,0.9962
L2,Q9P1W9,19,950,51.0000,15.6122,0.8830,0.8547,0.7785
L2,Q9P2K8,86,4300,51.0000,19.9364,0.9999,1.0000,1.0000
L2,Q9QYN8,26,1300,51.0000,19.7910,0.9966,1.0000,1.0000
L2,Q9UBF8,26,1300,51.0000,19.0299,0.9793,0.9663,0.9560
L2,Q9UBN7,1401,70050,50.5007,19.7668,0.9752,0.9972,0.9617
L2,Q9UDY8,417,20850,51.0000,19.9398,0.9824,0.9993,0.9974
L2,Q9UEE5,20,1000,51.0000,18.0000,0.9512,0.9766,0.9024
L2,Q9UGN5,164,8200,50.3929,19.3532,0.9624,0.9833,0.9392
L2,Q9UIQ6,17,850,51.0000,18.5455,0.9739,0.9538,0.9426
L2,Q9UK32,22,1100,51.0000,18.7895,0.9784,0.9911,0.9587
L2,Q9UKE5,50,2500,51.0000,19.5234,0.9845,0.9835,0.9700
L2,Q9UL62,57,2850,51.0000,19.9110,0.9999,1.0000,1.0000
L2,Q9ULX7,12,600,51.0000,19.7419,0.9939,0.9999,0.9936
L2,Q9UM07,824,41200,50.7577,19.9924,0.9971,0.9999,0.9963
L2,Q9UM73,116,5800,49.3000,19.9865,0.9738,0.9994,0.9622
L2,Q9UNA0,80,4000,51.0000,20.0000,0.9867,1.0000,1.0000
L2,Q9UNQ0,12,600,51.0000,18.0968,0.9575,0.9958,0.9341
L2,Q9UQB9,15,750,51.0000,18.3077,0.9704,0.9400,0.9348
L2,Q9UQD0,322,16100,51.0000,19.7920,0.9962,0.9981,0.9921
L2,Q9Y233,81,4050,51.0000,19.4638,0.9888,0.9920,0.9759
L2,Q9Y251,53,2650,51.0000,19.8750,0.9966,1.0000,1.0000
L2,Q9Y2K2,44,2200,51.0000,19.4071,0.9903,0.9980,0.9815
L2,Q9Y572,30,1500,51.0000,19.2078,0.9798,0.9760,0.9597
L2,Q9Y5N1,28,1400,51.0000,19.1250,0.9821,0.9680,0.9651
L2,Q9Y5Y6,30,1500,51.0000,19.8701,0.9978,1.0000,0.9989
L2,Q9Y5Y9,632,31600,51.0000,19.9950,1.0000,1.0000,1.0000
L2,Q9Y5Z0,317,15850,51.0000,19.9839,0.9999,1.0000,1.0000
L2,Q9Y657,11,550,51.0000,19.3448,0.9982,1.0000,1.0000
L2,Q9Z0U4,22,1100,51.0000,19.6842,0.9994,1.0000,1.0000
L2,Q9Z1M0,11,550,51.0000,19.3448,0.9919,1.0000,1.0000
L3,A0A1D8PKB4,12,600,36.4286,11.5161,0.6351,0.8332,0.4810
L3,C7FF05,92,4600,51.0000,19.0979,0.9669,0.9814,0.9391
L3,O14638,91,4550,51.0000,19.6996,0.9794,0.9981,0.9902
L3,O43526,27,1350,51.0000,19.2174,0.9841,0.9852,0.9647
L3,O94921,100,5000,51.0000,20.0000,0.9998,1.0000,1.0000
L3,P01111,469,23450,51.0000,19.9992,0.9960,1.0000,0.9997
L3,P05556,27,1350,51.0000,19.9565,0.9980,1.0000,1.0000
L3,P05622,378,18900,50.4715,18.5166,0.9546,0.9685,0.9151
L3,P06802,41,2050,51.0000,19.9143,0.9997,1.0000,1.0000
L3,P08515,23,1150,51.0000,19.8814,0.9996,1.0000,1.0000
L3,P08519,75,3750,51.0000,19.9219,0.9999,1.0000,1.0000
L3,P09487,11,550,51.0000,19.3448,0.9981,1.0000,1.0000
L3,P0DTC1,855,42750,51.0000,19.9464,0.9987,0.9993,0.9976
L3,P11498,23,1150,51.0000,19.8814,0.9996,1.0000,1.0000
L3,P11926,14,700,51.0000,19.8333,0.9534,0.9989,0.9686
L3,P17787,12,600,29.1429,13.1613,0.6735,0.8616,0.5571
L3,P18507,13,650,51.0000,18.0000,0.8432,0.9528,0.8334
L3,P18564,36,1800,51.0000,19.4022,0.9864,0.9942,0.9746
L3,P25090,12,600,51.0000,19.7419,0.9982,1.0000,1.0000
L3,P28347,238,11900,51.0000,19.9127,0.9917,0.9997,0.9935
L3,P30405,78,3900,51.0000,19.7337,0.9941,0.9979,0.9886
L3,P30518,38,1900,51.0000,19.9794,0.9981,0.9999,0.9974
L3,P36222,87,4350,51.0000,19.9865,0.9937,0.9999,0.9959
L3,P37288,110,5500,51.0000,19.7829,0.9944,0.9945,0.9901
L3,P40879,20,1000,51.0000,20.0000,0.9959,1.0000,1.0000
L3,P41149,26,1300,51.0000,19.7910,0.9885,0.9994,0.9838
L3,P43220,129,6450,51.0000,19.8419,0.9965,0.9945,0.9920
L3,P43250,22,1100,51.0000,17.8947,0.9497,0.9512,0.9123
L3,P51684,11,550,51.0000,17.5862,0.9385,0.9649,0.9135
L3,P56450,13,650,51.0000,19.5000,0.9904,0.9998,0.9890
L3,P56528,103,5150,51.0000,19.9734,0.9927,1.0000,1.0000
L3,P97821,83,4150,51.0000,19.9670,0.9933,1.0000,1.0000
L3,Q00959,15,750,51.0000,18.3077,0.9694,0.9485,0.9350
L3,Q00961,21,1050,51.0000,18.8889,0.9757,0.9730,0.9495
L3,Q01727,29,1450,51.0000,19.9865,0.9890,0.9995,0.9847
L3,Q02779,16,800,51.0000,17.4146,0.9426,0.8929,0.8778
L3,Q14123,40,2000,51.0000,19.5000,0.9885,0.9841,0.9745
L3,Q15391,28,1400,51.0000,19.8333,0.9982,1.0000,0.9988
L3,Q15562,180,9000,51.0000,19.8889,0.9923,0.9951,0.9946
L3,Q15878,151,7550,51.0000,19.9508,0.9997,1.0000,1.0000
L3,Q16665,28,1400,51.0000,19.1250,0.9830,0.9643,0.9650
L3,Q62645,15,750,51.0000,19.6154,0.9759,0.9994,0.9704
L3,Q8R431,14,700,51.0000,19.8333,0.9795,0.9993,0.9740
L3,Q92830,159,7950,51.0000,19.9729,0.9988,1.0000,1.0000
L3,Q96LB1,69,3450,51.0000,19.9943,0.9970,1.0000,1.0000
L3,Q99594,102,5100,51.0000,19.9310,0.9977,1.0000,1.0000
L3,Q9HCR9,40,2000,51.0000,19.0000,0.9716,0.9765,0.9480
L3,Q9NP56,71,3550,51.0000,19.3352,0.9877,0.9944,0.9751
L3,Q9NPC1,17,850,51.0000,18.5455,0.9721,0.9836,0.9450
L3,Q9NR22,11,550,51.0000,19.3448,0.9663,0.9992,0.9596
L3,Q9UKS7,39,1950,51.0000,19.8900,0.9999,1.0000,1.0000
L3,Q9Y4K4,10,500,25.5000,7.8462,0.5455,0.6738,0.3742
L3,Q9Y6M4,34,1700,51.0000,18.1724,0.9607,0.9482,0.9147
L4,B4RNM9,58,2900,51.0000,19.9865,0.9980,1.0000,1.0000
L4,C9J9Y7,602,30100,51.0000,19.9883,0.9989,1.0000,1.0000
L4,I6WXK4,23,1150,51.0000,19.0169,0.9812,0.9970,0.9661
L4,J9SQF3,650,32500,51.0000,19.9940,0.9823,1.0000,1.0000
L4,O00187,338,16900,51.0000,19.9977,0.9999,1.0000,1.0000
L4,O00411,227,11350,51.0000,19.9067,0.9960,0.9956,0.9957
L4,O00443,99,4950,51.0000,19.9565,0.9993,1.0000,0.9990
L4,O00748,19,950,30.6000,14.5714,0.6568,0.9286,0.5521
L4,O00750,17,850,51.0000,18.5455,0.9739,0.9584,0.9428
L4,O00767,37,1850,51.0000,19.8632,0.9997,1.0000,1.0000
L4,O14578,152,7600,51.0000,19.8479,0.9950,0.9939,0.9936
L4,O14874,106,5300,51.0000,19.7601,0.9960,0.9909,0.9908
L4,O14929,34,1700,51.0000,19.9310,0.9997,1.0000,1.0000
L4,O14980,49,2450,51.0000,19.9920,0.9998,1.0000,1.0000
L4,O15393,40,2000,51.0000,19.5000,0.9759,0.9983,0.9638
L4,O42275,118,5900,51.0000,19.4850,0.9595,0.9885,0.9386
L4,O43525,26,1300,51.0000,19.7910,0.9997,1.0000,1.0000
L4,O43741,15,750,51.0000,19.6154,0.9993,1.0000,1.0000
L4,O54890,10,500,51.0000,17.6538,0.9463,0.9908,0.9079
L4,O60285,37,1850,51.0000,18.2526,0.9590,0.9414,0.9137
L4,O60331,33,1650,51.0000,18.6000,0.9737,0.9679,0.9415
L4,O60427,236,11800,51.0000,19.9934,0.9998,1.0000,1.0000
L4,O60563,156,7800,50.3625,18.3241,0.9468,0.9681,0.9022
L4,O75106,61,3050,51.0000,19.9423,0.9997,1.0000,1.0000
L4,O75143,36,1800,51.0000,19.9565,0.9925,1.0000,1.0000
L4,O75365,25,1250,51.0000,19.9219,0.9983,1.0000,1.0000
L4,O75747,229,11450,50.5641,19.9983,0.9939,0.9999,0.9890
L4,O75909,169,8450,51.0000,19.7610,0.9913,0.9899,0.9829
L4,O77963,137,6850,51.0000,19.9629,0.9330,1.0000,1.0000
L4,O88634,66,3300,51.0000,19.9172,0.9998,1.0000,1.0000
L4,O94782,406,20300,51.0000,19.9373,0.9989,0.9983,0.9975
L4,O94956,10,500,51.0000,19.6154,0.9951,1.0000,1.0000
L4,O95069,18,900,51.0000,18.8478,0.9753,0.9676,0.9463
L4,O95278,18,900,51.0000,19.9565,0.9992,1.0000,1.0000
L4,O95835,73,3650,51.0000,19.3636,0.9885,0.9875,0.9737
L4,O95931,41,2050,51.0000,19.9143,0.9983,1.0000,0.9977
L4,P01127,206,10300,51.0000,19.8764,0.9979,0.9952,0.9952
L4,P01584,31,1550,51.0000,19.7625,0.9995,1.0000,1.0000
L4,P03421,18,900,51.0000,19.9565,0.9994,1.0000,1.0000
L4,P04296,190,9500,50.4742,19.9794,0.9965,0.9999,0.9952
L4,P05067,86,4300,51.0000,19.9364,0.9680,0.9998,0.9950
L4,P08546,82,4100,51.0000,19.9143,0.9998,1.0000,1.0000
L4,P08648,10,500,51.0000,17.6538,0.9539,0.9900,0.9167
L4,P09246,80,4000,51.0000,20.0000,0.9998,1.0000,1.0000
L4,P09391,11,550,51.0000,19.3448,0.9981,1.0000,1.0000
L4,P09871,421,21050,51.0000,19.9916,0.9999,1.0000,1.0000
L4,P09936,14,700,51.0000,18.4167,0.9702,0.9976,0.9549
L4,P0AES4,133,6650,51.0000,19.6500,0.9922,0.9939,0.9842
L4,P0C1S7,22,1100,51.0000,19.6842,0.9979,1.0000,1.0000
L4,P0C1U9,22,1100,51.0000,19.6842,0.9979,1.0000,1.0000
L4,P10636,11,550,51.0000,15.8276,0.8749,0.8727,0.7809
L4,P11166,69,3450,51.0000,18.5455,0.9685,0.9662,0.9320
L4,P11169,13,650,51.0000,18.0000,0.9651,0.9253,0.9246
L4,P11274,20,1000,51.0000,20.0000,0.9994,1.0000,1.0000
L4,P12429,34,1700,51.0000,19.9310,0.9993,1.0000,1.0000
L4,P12955,13,650,51.0000,18.0000,0.9651,0.9483,0.9253
L4,P13612,929,46450,51.0000,19.9996,0.9997,1.0000,1.0000
L4,P14060,74,3700,51.0000,19.9683,0.9999,1.0000,1.0000
L4,P14416,320,16000,50.3780,19.5625,0.9788,0.9914,0.9583
L4,P14672,39,1950,51.0000,19.3800,0.9891,0.9748,0.9749
L4,P14916,11,550,51.0000,19.3448,0.9975,1.0000,1.0000
L4,P15692,59,2950,51.0000,19.9272,0.9992,1.0000,1.0000
L4,P15823,11,550,51.0000,19.3448,0.9987,1.0000,1.0000
L4,P16101,116,5800,51.0000,19.8142,0.9756,0.9985,0.9923
L4,P16406,29,1450,51.0000,19.9865,0.9990,1.0000,1.0000
L4,P16788,454,22700,51.0000,19.9948,0.9997,1.0000,1.0000
L4,P17927,69,3450,51.0000,19.9943,0.9999,1.0000,1.0000
L4,P17948,94,4700,51.0000,17.8500,0.9290,0.9656,0.8756
L4,P18510,12,600,51.0000,19.7419,0.9984,1.0000,1.0000
L4,P18848,40,2000,51.0000,20.0000,0.9974,0.9999,0.9965
L4,P19525,181,9050,51.0000,19.7597,0.9953,0.9941,0.9903
L4,P20248,45,2250,51.0000,19.5130,0.9838,0.9925,0.9693
L4,P20648,112,5600,51.0000,19.9720,0.9999,1.0000,1.0000
L4,P21842,49,2450,51.0000,19.9920,0.9999,1.0000,1.0000
L4,P21917,65,3250,49.5000,18.1265,0.9179,0.9505,0.8581
L4,P22001,351,17550,51.0000,19.9788,0.9980,1.0000,1.0000
L4,P22629,23,1150,51.0000,19.8814,0.9997,1.0000,1.0000
L4,P22681,16,800,51.0000,19.9024,0.9992,1.0000,1.0000
L4,P22830,17,850,51.0000,19.7045,0.9987,1.0000,1.0000
L4,P23743,544,27200,51.0000,19.9885,0.9885,1.0000,1.0000
L4,P23944,11,550,51.0000,19.3448,0.9987,1.0000,1.0000
L4,P24385,213,10650,50.5321,19.7812,0.9888,0.9963,0.9806
L4,P24530,10,500,51.0000,15.6923,0.9012,0.9245,0.8144
L4,P24863,18,900,51.0000,18.8478,0.9752,0.9873,0.9489
L4,P24864,68,3400,51.0000,19.3448,0.9873,0.9782,0.9711
L4,P25101,16,800,51.0000,16.1707,0.8595,0.9607,0.7697
L4,P25322,31,1550,51.0000,19.7625,0.9997,1.0000,1.0000
L4,P25929,102,5100,51.0000,19.9310,0.9969,1.0000,1.0000
L4,P26012,25,1250,51.0000,19.9219,0.9947,1.0000,1.0000
L4,P27986,66,3300,51.0000,19.3136,0.9814,0.9878,0.9630
L4,P28223,1200,60000,50.9167,19.8667,0.9945,0.9967,0.9900
L4,P28472,12,600,51.0000,16.4516,0.8592,0.9174,0.8398
L4,P29371,26,1300,51.0000,19.7910,0.9994,1.0000,1.0000
L4,P30281,17,850,51.0000,18.5455,0.9424,0.9940,0.9145
L4,P30550,13,650,51.0000,19.5000,0.9982,1.0000,1.0000
L4,P30990,76,3800,51.0000,19.9794,0.9992,1.0000,1.0000
L4,P31350,16,800,51.0000,19.9024,0.9512,1.0000,1.0000
L4,P34969,101,5050,51.0000,18.5814,0.9638,0.9822,0.9349
L4,P35348,15,750,31.8750,10.4615,0.5208,0.8535,0.3766
L4,P35462,109,5450,51.0000,18.7122,0.9578,0.9530,0.9196
L4,P35869,36,1800,51.0000,18.2935,0.9572,0.9764,0.9147
L4,P37059,47,2350,51.0000,19.9750,0.9997,1.0000,1.0000
L4,P37840,115,5750,51.0000,19.9490,0.9996,1.0000,1.0000
L4,P38158,11,550,51.0000,15.8276,0.8074,0.9638,0.7275
L4,P41235,18,900,51.0000,19.9565,0.9990,1.0000,1.0000
L4,P42226,43,2150,51.0000,19.9364,0.9994,1.0000,1.0000
L4,P43140,11,550,51.0000,19.3448,0.9987,1.0000,1.0000
L4,P43251,28,1400,51.0000,19.8333,0.9973,1.0000,1.0000
L4,P43341,153,7650,51.0000,19.9565,0.9998,1.0000,1.0000
L4,P43354,35,1750,51.0000,19.8333,0.9997,1.0000,1.0000
L4,P46976,22,1100,51.0000,19.6842,0.9994,1.0000,1.0000
L4,P48025,13,650,51.0000,19.5000,0.9984,1.0000,1.0000
L4,P48048,30,1500,51.0000,19.8701,0.9997,1.0000,1.0000
L4,P48549,22,1100,51.0000,19.6842,0.9965,1.0000,1.0000
L4,P49238,19,950,51.0000,19.7755,0.9682,1.0000,1.0000
L4,P49721,15,750,51.0000,19.6154,0.9382,0.9974,0.9183
L4,P49959,12,600,51.0000,19.7419,0.9374,1.0000,1.0000
L4,P50052,214,10700,51.0000,19.8956,0.9979,0.9992,0.9956
L4,P51946,104,5200,51.0000,18.7895,0.9653,0.9828,0.9352
L4,P52429,81,4050,51.0000,19.9565,0.9986,1.0000,1.0000
L4,P54278,85,4250,51.0000,19.9770,1.0000,1.0000,1.0000
L4,P57059,84,4200,51.0000,19.4512,0.9854,0.9825,0.9698
L4,P62837,39,1950,51.0000,19.8900,0.9988,1.0000,0.9994
L4,P78396,27,1350,51.0000,19.2174,0.9778,0.9681,0.9549
L4,P95160,23,1150,51.0000,19.8814,0.9997,1.0000,1.0000
L4,P97639,24,1200,51.0000,19.7419,0.9968,1.0000,1.0000
L4,Q01538,1302,65100,51.0000,19.9792,0.9974,0.9995,0.9959
L4,Q01973,22,1100,51.0000,19.6842,0.9975,1.0000,0.9980
L4,Q02974,26,1300,51.0000,19.0299,0.9822,0.9922,0.9650
L4,Q03164,268,13400,51.0000,19.9825,0.9780,1.0000,0.9993
L4,Q04912,11,550,17.0000,7.0345,0.2567,0.6727,0.1441
L4,Q06830,30,1500,51.0000,19.8701,0.9997,1.0000,1.0000
L4,Q08211,707,35350,51.0000,19.9983,0.9999,1.0000,0.9999
L4,Q08828,68,3400,51.0000,19.6379,0.9911,0.9906,0.9857
L4,Q10469,171,8550,51.0000,19.9565,0.9549,1.0000,1.0000
L4,Q12809,39,1950,43.3500,14.2800,0.8009,0.8790,0.6726
L4,Q13094,30,1500,51.0000,19.2078,0.9779,0.9947,0.9596
L4,Q13191,1232,61600,50.8378,19.9812,0.9875,0.9996,0.9891
L4,Q13233,58,2900,51.0000,19.6419,0.9926,0.9843,0.9831
L4,Q13535,477,23850,51.0000,19.9893,0.9987,1.0000,0.9982
L4,Q13541,354,17700,51.0000,19.9934,0.9998,1.0000,0.9998
L4,Q13564,23,1150,51.0000,19.8814,0.9966,0.9999,0.9950
L4,Q13574,576,28800,51.0000,19.9973,0.9929,1.0000,0.9999
L4,Q13639,49,2450,51.0000,19.9920,0.9992,1.0000,1.0000
L4,Q13686,40,2000,51.0000,20.0000,0.9997,1.0000,1.0000
L4,Q13724,529,26450,49.4653,19.9993,0.9658,0.9994,0.9478
L4,Q14191,1507,75350,51.0000,19.9594,0.9989,0.9986,0.9979
L4,Q14721,30,1500,51.0000,19.8701,0.9998,1.0000,1.0000
L4,Q15040,24,1200,51.0000,19.7419,0.9902,0.9996,0.9869
L4,Q15078,52,2600,51.0000,14.9549,0.8423,0.9012,0.7282
L4,Q15116,107,5350,51.0000,19.2418,0.9775,0.9870,0.9573
L4,Q15369,11,550,51.0000,19.3448,0.9986,1.0000,1.0000
L4,Q15633,42,2100,51.0000,19.8333,0.9990,1.0000,0.9989
L4,Q15726,27,1350,51.0000,19.9565,0.9980,1.0000,1.0000
L4,Q16204,30,1500,51.0000,18.5455,0.9561,0.9786,0.9203
L4,Q16236,86,4300,51.0000,19.0091,0.9787,0.9735,0.9535
L4,Q16531,491,24550,51.0000,19.9441,0.9933,0.9998,0.9966
L4,Q16548,13,650,51.0000,16.5000,0.9274,0.8948,0.8507
L4,Q16739,309,15450,49.7089,19.9987,0.9691,0.9994,0.9516
L4,Q16832,326,16300,51.0000,19.7380,0.9920,0.9966,0.9869
L4,Q16853,84,4200,51.0000,19.6884,0.9948,0.9957,0.9887
L4,Q29550,15,750,51.0000,18.3077,0.9678,0.9942,0.9457
L4,Q2FYS5,29,1450,51.0000,19.9865,0.9936,0.9998,0.9921
L4,Q3SYC2,15,750,51.0000,19.6154,0.9988,1.0000,1.0000
L4,Q5JRX3,57,2850,51.0000,19.9110,0.9998,1.0000,1.0000
L4,Q5M868,79,3950,51.0000,19.9455,0.9915,1.0000,1.0000
L4,Q60795,27,1350,51.0000,19.9565,0.9996,1.0000,1.0000
L4,Q695T7,201,10050,51.0000,19.9825,1.0000,1.0000,1.0000
L4,Q6NS38,14,700,51.0000,19.8333,0.9987,1.0000,1.0000
L4,Q6SZW1,243,12150,51.0000,19.9887,0.9977,1.0000,1.0000
L4,Q70CQ3,231,11550,51.0000,19.9678,0.9983,0.9999,0.9975
L4,Q7KAN4,31,1550,51.0000,19.7625,0.9998,1.0000,1.0000
L4,Q7Z3E1,574,28700,51.0000,19.9959,0.9874,1.0000,0.9979
L4,Q7Z5P4,894,44700,51.0000,19.9974,0.9993,1.0000,0.9991
L4,Q86SK9,54,2700,51.0000,19.9565,0.9999,1.0000,1.0000
L4,Q86UE8,68,3400,51.0000,19.3448,0.9814,0.9807,0.9621
L4,Q86YV6,14,700,51.0000,18.4167,0.9680,0.9307,0.9300
L4,Q8BHB0,28,1400,51.0000,19.8333,0.9994,1.0000,1.0000
L4,Q8IU80,15,750,51.0000,19.6154,0.9991,1.0000,1.0000
L4,Q8IVG9,14,700,51.0000,19.8333,0.9991,1.0000,1.0000
L4,Q8IWV7,10,500,51.0000,19.6154,0.9982,1.0000,1.0000
L4,Q8N1C3,201,10050,51.0000,19.9825,0.9999,1.0000,1.0000
L4,Q8NEV1,11,550,34.0000,7.0345,0.5507,0.7958,0.4125
L4,Q8NFR9,23,1150,51.0000,19.8814,0.9980,1.0000,1.0000
L4,Q8NHG7,90,4500,51.0000,19.9565,0.9999,1.0000,1.0000
L4,Q8TAF3,43,2150,51.0000,19.0091,0.9798,0.9757,0.9548
L4,Q8TD08,11,550,34.0000,7.0345,0.5488,0.6938,0.3857
L4,Q8TDU9,10,500,51.0000,19.6154,0.9981,1.0000,1.0000
L4,Q8VCR2,23,1150,51.0000,19.8814,0.9996,1.0000,1.0000
L4,Q8WXE1,108,5400,51.0000,19.9565,0.9970,0.9999,0.9956
L4,Q8WYB5,192,9600,51.0000,19.9837,0.9995,1.0000,0.9993
L4,Q91WP0,174,8700,51.0000,19.9865,0.9998,1.0000,0.9999
L4,Q92551,192,9600,51.0000,19.9837,1.0000,1.0000,1.0000
L4,Q92743,12,600,51.0000,19.7419,0.9986,1.0000,1.0000
L4,Q92794,859,42950,51.0000,19.9717,0.9991,0.9991,0.9988
L4,Q92905,23,1150,51.0000,18.1525,0.9584,0.9534,0.9176
L4,Q92932,511,25550,51.0000,19.9854,0.9997,1.0000,1.0000
L4,Q96DB2,71,3550,51.0000,19.0549,0.9184,0.9938,0.8825
L4,Q96GX5,258,12900,51.0000,19.9970,0.9994,1.0000,0.9999
L4,Q96KP4,110,5500,51.0000,19.9644,0.9856,1.0000,1.0000
L4,Q96PC2,44,2200,51.0000,19.8584,0.9998,1.0000,1.0000
L4,Q96PD7,67,3350,51.0000,19.0877,0.9806,0.9743,0.9568
L4,Q96QP1,445,22250,51.0000,19.9956,0.9975,1.0000,1.0000
L4,Q96RJ0,25,1250,51.0000,15.1406,0.8809,0.8647,0.7809
L4,Q96RU2,48,2400,51.0000,19.0732,0.9814,0.9819,0.9605
L4,Q99705,33,1650,51.0000,19.8000,0.9973,1.0000,1.0000
L4,Q99788,44,2200,51.0000,18.9558,0.9804,0.9773,0.9564
L4,Q99986,38,1900,51.0000,19.4536,0.9759,0.9895,0.9749
L4,Q9BQ50,116,5800,51.0000,19.9865,0.9996,1.0000,1.0000
L4,Q9BQA1,62,3100,51.0000,19.2453,0.9856,0.9854,0.9718
L4,Q9BVC4,10,500,34.0000,15.6923,0.7003,0.9666,0.6087
L4,Q9BW19,195,9750,51.0000,19.9699,0.9990,1.0000,1.0000
L4,Q9BY08,39,1950,48.4500,19.8900,0.9747,0.9997,0.9757
L4,Q9BZ95,11,550,51.0000,17.5862,0.9248,0.9245,0.8708
L4,Q9CVD2,16,800,51.0000,19.9024,0.9989,1.0000,1.0000
L4,Q9DGD3,74,3700,49.6579,19.9683,0.9801,0.9996,0.9719
L4,Q9GZQ6,25,1250,51.0000,19.9219,0.9994,1.0000,1.0000
L4,Q9GZZ6,11,550,51.0000,19.3448,0.9958,1.0000,1.0000
