target,layer,n_molecules,n_actives,metric,pocket,sequence,diff
P35367,L1,510,10,EF1%,34.0000,25.5000,-8.5000
P35367,L1,510,10,EF5%,15.6923,9.8077,-5.8846
P35367,L1,510,10,AUROC,0.8934,0.9315,+0.0381
P35372,L1,1427,28,EF1%,50.9643,50.9643,+0.0000
P35372,L1,1427,28,EF5%,18.4038,16.9881,-1.4157
P35372,L1,1427,28,AUROC,0.9701,0.9628,-0.0073
P35968,L1,6924,136,EF1%,43.6387,16.0008,-27.6378
P35968,L1,6924,136,EF5%,14.5253,10.4171,-4.1082
P35968,L1,6924,136,AUROC,0.9034,0.8498,-0.0536
P36776,L1,1020,20,EF1%,51.0000,51.0000,+0.0000
P36776,L1,1020,20,EF5%,20.0000,20.0000,+0.0000
P36776,L1,1020,20,AUROC,1.0000,0.9997,-0.0003
P36888,L1,4282,84,EF1%,29.6373,36.7503,+7.1130
P36888,L1,4282,84,EF5%,13.0404,12.5662,-0.4742
P36888,L1,4282,84,AUROC,0.9192,0.9078,-0.0114
P36897,L1,916,18,EF1%,25.4444,30.5333,+5.0889
P36897,L1,916,18,EF5%,13.2754,12.1691,-1.1063
P36897,L1,916,18,AUROC,0.9684,0.9201,-0.0483
P37231,L1,867,17,EF1%,34.0000,34.0000,+0.0000
P37231,L1,867,17,EF5%,12.7500,12.7500,+0.0000
P37231,L1,867,17,AUROC,0.8768,0.8684,-0.0084
P41143,L1,713,14,EF1%,50.9286,38.1964,-12.7321
P41143,L1,713,14,EF5%,16.9762,18.3909,+1.4147
P41143,L1,713,14,AUROC,0.9378,0.9456,+0.0079
P41145,L1,9834,193,EF1%,43.2332,42.7185,-0.5147
P41145,L1,9834,193,EF5%,12.5312,15.9488,+3.4176
P41145,L1,9834,193,AUROC,0.8598,0.9204,+0.0606
P41182,L1,3208,63,EF1%,50.9206,50.9206,+0.0000
P41182,L1,3208,63,EF5%,19.9255,19.9255,+0.0000
P41182,L1,3208,63,AUROC,0.9999,1.0000,+0.0001
P41240,L1,915,18,EF1%,40.6667,45.7500,+5.0833
P41240,L1,915,18,EF5%,18.7862,17.6812,-1.1051
P41240,L1,915,18,AUROC,0.9726,0.9679,-0.0046
P41595,L1,4634,90,EF1%,23.0057,40.5338,+17.5281
P41595,L1,4634,90,EF5%,9.3213,13.5380,+4.2168
P41595,L1,4634,90,AUROC,0.7843,0.9043,+0.1200
P42330,L1,1682,33,EF1%,23.9857,32.9804,+8.9947
P42330,L1,1682,33,EF5%,6.5961,13.7918,+7.1957
P42330,L1,1682,33,AUROC,0.7277,0.8645,+0.1368
P42336,L1,4536,89,EF1%,24.3752,42.1026,+17.7274
P42336,L1,4536,89,EF5%,11.6751,16.1655,+4.4904
P42336,L1,4536,89,AUROC,0.9192,0.9497,+0.0305
P42345,L1,1683,33,EF1%,6.0000,6.0000,+0.0000
P42345,L1,1683,33,EF5%,4.2000,3.0000,-1.2000
P42345,L1,1683,33,AUROC,0.7601,0.8053,+0.0452
P43166,L1,4126,81,EF1%,49.7255,44.8742,-4.8513
P43166,L1,4126,81,EF5%,19.6863,19.9324,+0.2461
P43166,L1,4126,81,AUROC,0.9984,0.9967,-0.0017
P43405,L1,559,11,EF1%,33.8788,16.9394,-16.9394
P43405,L1,559,11,EF5%,10.8896,9.0747,-1.8149
P43405,L1,559,11,AUROC,0.9271,0.8717,-0.0554
P43490,L1,867,17,EF1%,51.0000,51.0000,+0.0000
P43490,L1,867,17,EF5%,18.5455,18.5455,+0.0000
P43490,L1,867,17,AUROC,0.9923,0.9906,-0.0017
P45983,L1,1733,34,EF1%,0.0000,16.9902,+16.9902
P45983,L1,1733,34,EF5%,4.1011,9.3739,+5.2728
P45983,L1,1733,34,AUROC,0.7882,0.8615,+0.0732
P45984,L1,1631,32,EF1%,11.9926,20.9871,+8.9945
P45984,L1,1631,32,EF5%,7.4588,9.9451,+2.4863
P45984,L1,1631,32,AUROC,0.8600,0.9109,+0.0509
P47989,L1,2804,55,EF1%,7.0320,15.8219,+8.7900
P47989,L1,2804,55,EF5%,5.7852,9.0393,+3.2542
P47989,L1,2804,55,AUROC,0.7951,0.9072,+0.1121
P48039,L1,662,13,EF1%,43.6484,50.9231,+7.2747
P48039,L1,662,13,EF5%,17.9729,17.9729,+0.0000
P48039,L1,662,13,AUROC,0.9469,0.9904,+0.0435
P48735,L1,560,11,EF1%,50.9091,50.9091,+0.0000
P48735,L1,560,11,EF5%,20.0000,20.0000,+0.0000
P48735,L1,560,11,AUROC,0.9988,1.0000,+0.0012
P48736,L1,6319,124,EF1%,17.5174,12.7399,-4.7775
P48736,L1,6319,124,EF5%,8.0632,10.9660,+2.9028
P48736,L1,6319,124,AUROC,0.8265,0.9195,+0.0929
P49137,L1,509,10,EF1%,16.9667,25.4500,+8.4833
P49137,L1,509,10,EF5%,13.7038,5.8731,-7.8308
P49137,L1,509,10,AUROC,0.8266,0.7652,-0.0613
P49286,L1,914,18,EF1%,20.3111,50.7778,+30.4667
P49286,L1,914,18,EF5%,11.0386,15.4541,+4.4155
P49286,L1,914,18,AUROC,0.7948,0.9683,+0.1735
P49327,L1,33880,665,EF1%,50.9474,50.9474,+0.0000
P49327,L1,33880,665,EF5%,20.0000,20.0000,+0.0000
P49327,L1,33880,665,AUROC,1.0000,1.0000,-0.0000
P49759,L1,561,11,EF1%,42.5000,42.5000,+0.0000
P49759,L1,561,11,EF5%,8.7931,15.8276,+7.0345
P49759,L1,561,11,AUROC,0.8499,0.9635,+0.1136
P49760,L1,662,13,EF1%,29.0989,43.6484,+14.5495
P49760,L1,662,13,EF5%,7.4887,8.9864,+1.4977
P49760,L1,662,13,AUROC,0.6866,0.8964,+0.2098
P49840,L1,510,10,EF1%,0.0000,34.0000,+34.0000
P49840,L1,510,10,EF5%,3.9231,15.6923,+11.7692
P49840,L1,510,10,AUROC,0.8322,0.9550,+0.1228
P49841,L1,1223,24,EF1%,35.2788,35.2788,+0.0000
P49841,L1,1223,24,EF5%,9.0410,9.8629,+0.8219
P49841,L1,1223,24,AUROC,0.7938,0.8522,+0.0584
P50053,L1,1275,25,EF1%,51.0000,51.0000,+0.0000
P50053,L1,1275,25,EF5%,19.9219,19.9219,+0.0000
P50053,L1,1275,25,AUROC,1.0000,0.9999,-0.0001
P50406,L1,3415,67,EF1%,48.0576,45.1450,-2.9126
P50406,L1,3415,67,EF5%,19.6727,19.6727,+0.0000
P50406,L1,3415,67,AUROC,0.9957,0.9944,-0.0013
P50613,L1,1120,22,EF1%,38.1818,46.6667,+8.4848
P50613,L1,1120,22,EF5%,10.9091,18.1818,+7.2727
P50613,L1,1120,22,AUROC,0.9540,0.9847,+0.0306
P50750,L1,3416,67,EF1%,46.6149,49.5284,+2.9134
P50750,L1,3416,67,EF5%,14.0134,16.1005,+2.0871
P50750,L1,3416,67,AUROC,0.8805,0.8873,+0.0068
P51449,L1,2038,40,EF1%,50.9500,50.9500,+0.0000
P51449,L1,2038,40,EF5%,19.9804,19.9804,+0.0000
P51449,L1,2038,40,AUROC,0.9999,0.9997,-0.0002
P51531,L1,867,17,EF1%,34.0000,34.0000,+0.0000
P51531,L1,867,17,EF5%,6.9545,6.9545,+0.0000
P51531,L1,867,17,AUROC,0.6682,0.5340,-0.1342
P51532,L1,507,10,EF1%,42.2500,42.2500,+0.0000
P51532,L1,507,10,EF5%,9.7500,9.7500,+0.0000
P51532,L1,507,10,AUROC,0.6681,0.7263,+0.0581
P51617,L1,765,15,EF1%,31.8750,0.0000,-31.8750
P51617,L1,765,15,EF5%,15.6923,13.0769,-2.6154
P51617,L1,765,15,AUROC,0.9064,0.9574,+0.0510
P51812,L1,815,16,EF1%,16.9792,28.2986,+11.3194
P51812,L1,815,16,EF5%,9.9390,8.6966,-1.2424
P51812,L1,815,16,AUROC,0.8328,0.8201,-0.0127
P51813,L1,764,15,EF1%,50.9333,50.9333,+0.0000
P51813,L1,764,15,EF5%,14.3658,16.9778,+2.6120
P51813,L1,764,15,AUROC,0.9369,0.9787,+0.0418
P51955,L1,866,17,EF1%,33.9608,45.2810,+11.3203
P51955,L1,866,17,EF5%,6.9465,11.5775,+4.6310
P51955,L1,866,17,AUROC,0.7740,0.9215,+0.1475
P52333,L1,13042,256,EF1%,41.2229,47.8341,+6.6112
P52333,L1,13042,256,EF5%,18.0220,18.1000,+0.0780
P52333,L1,13042,256,AUROC,0.9826,0.9799,-0.0028
P53350,L1,1223,24,EF1%,7.8397,0.0000,-7.8397
P53350,L1,1223,24,EF5%,4.1095,4.1095,+0.0000
P53350,L1,1223,24,AUROC,0.7487,0.7002,-0.0486
P53634,L1,2953,58,EF1%,50.9138,50.9138,+0.0000
P53634,L1,2953,58,EF5%,18.5767,18.5767,+0.0000
P53634,L1,2953,58,AUROC,0.9562,0.9574,+0.0013
P53779,L1,1631,32,EF1%,17.9890,32.9798,+14.9908
P53779,L1,1631,32,EF5%,10.5667,13.0530,+2.4863
P53779,L1,1631,32,AUROC,0.8843,0.9263,+0.0420
P54646,L1,1171,23,EF1%,46.6703,46.6703,+0.0000
P54646,L1,1171,23,EF5%,17.2587,18.1216,+0.8629
P54646,L1,1171,23,AUROC,0.9681,0.9790,+0.0108
P55055,L1,661,13,EF1%,50.8462,50.8462,+0.0000
P55055,L1,661,13,EF5%,19.4412,19.4412,+0.0000
P55055,L1,661,13,AUROC,1.0000,1.0000,+0.0000
P56524,L1,1428,28,EF1%,40.8000,37.4000,-3.4000
P56524,L1,1428,28,EF5%,14.8750,17.7083,+2.8333
P56524,L1,1428,28,AUROC,0.9499,0.9786,+0.0287
P56817,L1,13247,260,EF1%,50.9500,29.4974,-21.4526
P56817,L1,13247,260,EF5%,18.5203,14.8316,-3.6887
P56817,L1,13247,260,AUROC,0.9426,0.9349,-0.0077
P61964,L1,867,17,EF1%,51.0000,51.0000,+0.0000
P61964,L1,867,17,EF5%,16.2273,17.3864,+1.1591
P61964,L1,867,17,AUROC,0.9604,0.9665,+0.0061
P62937,L1,917,18,EF1%,50.9444,50.9444,+0.0000
P62937,L1,917,18,EF5%,18.8273,18.8273,+0.0000
P62937,L1,917,18,AUROC,0.9793,0.9859,+0.0066
P68400,L1,714,14,EF1%,25.5000,31.8750,+6.3750
P68400,L1,714,14,EF5%,7.0833,8.5000,+1.4167
P68400,L1,714,14,AUROC,0.8301,0.6016,-0.2285
P78527,L1,509,10,EF1%,25.4500,33.9333,+8.4833
P78527,L1,509,10,EF5%,7.8308,7.8308,+0.0000
P78527,L1,509,10,AUROC,0.6887,0.7275,+0.0388
P78540,L1,815,16,EF1%,50.9375,50.9375,+0.0000
P78540,L1,815,16,EF5%,19.8780,19.8780,+0.0000
P78540,L1,815,16,AUROC,1.0000,1.0000,+0.0000
P80457,L1,1631,32,EF1%,32.9798,20.9871,-11.9926
P80457,L1,1631,32,EF5%,18.0255,6.8373,-11.1883
P80457,L1,1631,32,AUROC,0.9816,0.9291,-0.0524
Q00534,L1,561,11,EF1%,42.5000,42.5000,+0.0000
Q00534,L1,561,11,EF5%,19.3448,15.8276,-3.5172
Q00534,L1,561,11,AUROC,0.9964,0.9850,-0.0114
Q00535,L1,968,19,EF1%,0.0000,25.4737,+25.4737
Q00535,L1,968,19,EF5%,15.5961,19.7551,+4.1590
Q00535,L1,968,19,AUROC,0.9705,0.9921,+0.0216
Q01650,L1,918,18,EF1%,45.9000,51.0000,+5.1000
Q01650,L1,918,18,EF5%,19.9565,19.9565,+0.0000
Q01650,L1,918,18,AUROC,0.9952,0.9971,+0.0019
Q02127,L1,3766,74,EF1%,48.2134,50.8919,+2.6785
Q02127,L1,3766,74,EF5%,18.0410,17.5025,-0.5385
Q02127,L1,3766,74,AUROC,0.9683,0.9684,+0.0000
Q02750,L1,713,14,EF1%,50.9286,25.4643,-25.4643
Q02750,L1,713,14,EF5%,16.9762,8.4881,-8.4881
Q02750,L1,713,14,AUROC,0.9834,0.8682,-0.1153
Q03181,L1,764,15,EF1%,50.9333,50.9333,+0.0000
Q03181,L1,764,15,EF5%,18.2838,19.5897,+1.3060
Q03181,L1,764,15,AUROC,0.9955,0.9986,+0.0032
Q04609,L1,1836,36,EF1%,51.0000,51.0000,+0.0000
Q04609,L1,1836,36,EF5%,17.7391,16.6304,-1.1087
Q04609,L1,1836,36,AUROC,0.9709,0.9603,-0.0107
Q04759,L1,968,19,EF1%,50.9474,10.1895,-40.7579
Q04759,L1,968,19,EF5%,18.7154,8.3179,-10.3974
Q04759,L1,968,19,AUROC,0.9564,0.8770,-0.0793
Q05397,L1,4588,90,EF1%,39.8957,33.2464,-6.6493
Q05397,L1,4588,90,EF5%,18.6180,11.7471,-6.8709
Q05397,L1,4588,90,AUROC,0.9889,0.9211,-0.0677
Q05586,L1,2240,44,EF1%,2.2134,19.9209,+17.7075
Q05586,L1,2240,44,EF5%,6.3636,5.4545,-0.9091
Q05586,L1,2240,44,AUROC,0.7986,0.7941,-0.0045
Q06124,L1,1424,28,EF1%,50.8571,50.8571,+0.0000
Q06124,L1,1424,28,EF5%,14.1270,19.7778,+5.6508
Q06124,L1,1424,28,AUROC,0.7808,0.9992,+0.2184
Q06187,L1,18092,355,EF1%,50.9634,50.9634,+0.0000
Q06187,L1,18092,355,EF5%,19.6533,19.7096,+0.0563
Q06187,L1,18092,355,AUROC,0.9931,0.9950,+0.0019
Q07343,L1,2396,47,EF1%,50.9787,46.7305,-4.2482
Q07343,L1,2396,47,EF5%,16.5681,13.5943,-2.9738
Q07343,L1,2396,47,AUROC,0.9317,0.8954,-0.0363
Q07422,L1,612,12,EF1%,51.0000,51.0000,+0.0000
Q07422,L1,612,12,EF5%,14.8065,14.8065,+0.0000
Q07422,L1,612,12,AUROC,0.8224,0.8259,+0.0035
Q07817,L1,709,14,EF1%,50.6429,50.6429,+0.0000
Q07817,L1,709,14,EF5%,16.8810,16.8810,+0.0000
Q07817,L1,709,14,AUROC,0.9076,0.8719,-0.0357
Q07820,L1,2647,52,EF1%,50.9038,50.9038,+0.0000
Q07820,L1,2647,52,EF5%,18.7540,18.3713,-0.3827
Q07820,L1,2647,52,AUROC,0.9819,0.9791,-0.0027
Q07869,L1,764,15,EF1%,44.5667,44.5667,+0.0000
Q07869,L1,764,15,EF5%,18.2838,19.5897,+1.3060
Q07869,L1,764,15,AUROC,0.9914,0.9950,+0.0036
Q07889,L1,1070,21,EF1%,46.3203,50.9524,+4.6320
Q07889,L1,1070,21,EF5%,17.9277,17.9277,+0.0000
Q07889,L1,1070,21,AUROC,0.9844,0.9846,+0.0002
Q07912,L1,510,10,EF1%,17.0000,17.0000,+0.0000
Q07912,L1,510,10,EF5%,3.9231,3.9231,+0.0000
Q07912,L1,510,10,AUROC,0.7108,0.8281,+0.1173
Q08345,L1,968,19,EF1%,35.6632,40.7579,+5.0947
Q08345,L1,968,19,EF5%,7.2782,13.5166,+6.2385
Q08345,L1,968,19,AUROC,0.7480,0.9590,+0.2109
Q08499,L1,917,18,EF1%,15.2833,15.2833,+0.0000
Q08499,L1,917,18,EF5%,4.4300,4.4300,+0.0000
Q08499,L1,917,18,AUROC,0.6913,0.7121,+0.0208
Q08881,L1,815,16,EF1%,5.6597,16.9792,+11.3194
Q08881,L1,815,16,EF5%,2.4848,12.4238,+9.9390
Q08881,L1,815,16,AUROC,0.8457,0.9059,+0.0602
Q12866,L1,2292,45,EF1%,33.2174,50.9333,+17.7159
Q12866,L1,2292,45,EF5%,15.0586,14.1728,-0.8858
Q12866,L1,2292,45,AUROC,0.9506,0.8450,-0.1056
Q12879,L1,865,17,EF1%,16.9608,16.9608,+0.0000
Q12879,L1,865,17,EF5%,3.4693,4.6257,+1.1564
Q12879,L1,865,17,AUROC,0.4810,0.7592,+0.2782
Q12884,L1,2446,48,EF1%,48.9200,48.9200,+0.0000
Q12884,L1,2446,48,EF5%,15.7432,14.0860,-1.6572
Q12884,L1,2446,48,AUROC,0.9417,0.9117,-0.0300
Q13043,L1,2549,50,EF1%,49.0192,50.9800,+1.9608
Q13043,L1,2549,50,EF5%,18.3209,19.1175,+0.7966
Q13043,L1,2549,50,AUROC,0.9745,0.9927,+0.0181
Q13085,L1,612,12,EF1%,0.0000,51.0000,+51.0000
Q13085,L1,612,12,EF5%,6.5806,19.7419,+13.1613
Q13085,L1,612,12,AUROC,0.9456,1.0000,+0.0544
Q13131,L1,1326,26,EF1%,0.0000,51.0000,+51.0000
Q13131,L1,1326,26,EF5%,0.0000,15.9851,+15.9851
Q13131,L1,1326,26,AUROC,0.6969,0.9781,+0.2813
Q13133,L1,815,16,EF1%,50.9375,50.9375,+0.0000
Q13133,L1,815,16,EF5%,19.8780,19.8780,+0.0000
Q13133,L1,815,16,AUROC,0.9993,0.9986,-0.0007
Q13164,L1,815,16,EF1%,50.9375,50.9375,+0.0000
Q13164,L1,815,16,EF5%,16.1509,19.8780,+3.7271
Q13164,L1,815,16,AUROC,0.9832,0.9962,+0.0130
Q13188,L1,2548,50,EF1%,45.0800,50.9600,+5.8800
Q13188,L1,2548,50,EF5%,18.7119,19.5081,+0.7963
Q13188,L1,2548,50,AUROC,0.9852,0.9954,+0.0102
Q13224,L1,1731,34,EF1%,14.1422,16.9706,+2.8284
Q13224,L1,1731,34,EF5%,10.5335,6.4371,-4.0963
Q13224,L1,1731,34,AUROC,0.9162,0.9030,-0.0132
Q13315,L1,712,14,EF1%,50.8571,44.5000,-6.3571
Q13315,L1,712,14,EF5%,18.3651,14.1270,-4.2381
Q13315,L1,712,14,AUROC,0.9912,0.9771,-0.0141
Q13464,L1,1119,22,EF1%,46.6250,38.1477,-8.4773
Q13464,L1,1119,22,EF5%,10.8994,12.7159,+1.8166
Q13464,L1,1119,22,AUROC,0.8723,0.8844,+0.0121
Q13526,L1,1018,20,EF1%,4.6273,4.6273,+0.0000
Q13526,L1,1018,20,EF5%,0.9980,1.9961,+0.9980
Q13526,L1,1018,20,AUROC,0.7104,0.2175,-0.4929
Q13546,L1,2753,54,EF1%,36.4153,36.4153,+0.0000
Q13546,L1,2753,54,EF5%,8.1275,11.0829,+2.9554
Q13546,L1,2753,54,AUROC,0.7265,0.9228,+0.1963
Q13547,L1,18393,361,EF1%,47.0735,49.8425,+2.7690
Q13547,L1,18393,361,EF5%,19.1617,19.6601,+0.4984
Q13547,L1,18393,361,AUROC,0.9884,0.9937,+0.0053
Q13627,L1,5653,111,EF1%,41.9932,47.3540,+5.3608
Q13627,L1,5653,111,EF5%,16.3761,18.3556,+1.9795
Q13627,L1,5653,111,AUROC,0.9107,0.9892,+0.0785
Q13822,L1,1426,28,EF1%,50.9286,50.9286,+0.0000
Q13822,L1,1426,28,EF5%,19.8056,19.0982,-0.7073
Q13822,L1,1426,28,AUROC,0.9961,0.9967,+0.0006
Q13946,L1,610,12,EF1%,50.8333,50.8333,+0.0000
Q13946,L1,610,12,EF5%,18.0376,18.0376,+0.0000
Q13946,L1,610,12,AUROC,0.9450,0.9770,+0.0321
Q14145,L1,663,13,EF1%,51.0000,43.7143,-7.2857
Q14145,L1,663,13,EF5%,19.5000,19.5000,+0.0000
Q14145,L1,663,13,AUROC,0.9995,0.9989,-0.0006
Q14289,L1,1018,20,EF1%,41.6455,46.2727,+4.6273
Q14289,L1,1018,20,EF5%,15.9686,15.9686,+0.0000
Q14289,L1,1018,20,AUROC,0.9349,0.9468,+0.0119
Q15059,L1,2193,43,EF1%,48.6818,51.0000,+2.3182
Q15059,L1,2193,43,EF5%,19.9364,19.9364,+0.0000
Q15059,L1,2193,43,AUROC,0.9995,0.9997,+0.0002
Q15118,L1,662,13,EF1%,29.0989,29.0989,+0.0000
Q15118,L1,662,13,EF5%,10.4842,10.4842,+0.0000
Q15118,L1,662,13,AUROC,0.6921,0.8233,+0.1311
Q15303,L1,712,14,EF1%,38.1429,50.8571,+12.7143
Q15303,L1,712,14,EF5%,14.1270,16.9524,+2.8254
Q15303,L1,712,14,AUROC,0.9376,0.9413,+0.0037
Q15561,L1,2905,57,EF1%,0.0000,0.0000,+0.0000
Q15561,L1,2905,57,EF5%,0.0000,0.0000,+0.0000
Q15561,L1,2905,57,AUROC,0.6979,0.3793,-0.3187
Q15910,L1,1581,31,EF1%,51.0000,51.0000,+0.0000
Q15910,L1,1581,31,EF5%,18.4875,18.4875,+0.0000
Q15910,L1,1581,31,AUROC,0.9789,0.9717,-0.0071
Q16288,L1,1020,20,EF1%,23.1818,32.4545,+9.2727
Q16288,L1,1020,20,EF5%,8.0000,15.0000,+7.0000
Q16288,L1,1020,20,AUROC,0.7477,0.8779,+0.1302
Q16512,L1,816,16,EF1%,28.3333,28.3333,+0.0000
Q16512,L1,816,16,EF5%,6.2195,8.7073,+2.4878
Q16512,L1,816,16,AUROC,0.7897,0.8695,+0.0798
Q16539,L1,713,14,EF1%,19.0982,19.0982,+0.0000
Q16539,L1,713,14,EF5%,8.4881,8.4881,+0.0000
Q16539,L1,713,14,AUROC,0.8767,0.8372,-0.0395
Q16620,L1,967,19,EF1%,25.4474,40.7158,+15.2684
Q16620,L1,967,19,EF5%,6.2320,12.4640,+6.2320
Q16620,L1,967,19,AUROC,0.7534,0.8541,+0.1007
Q16678,L1,5450,107,EF1%,18.5217,11.1130,-7.4087
Q16678,L1,5450,107,EF5%,5.4106,4.4778,-0.9329
Q16678,L1,5450,107,AUROC,0.6510,0.6230,-0.0281
Q16769,L1,1375,27,EF1%,50.9259,50.9259,+0.0000
Q16769,L1,1375,27,EF5%,19.9275,19.1895,-0.7381
Q16769,L1,1375,27,AUROC,0.9979,0.9955,-0.0023
Q16790,L1,10448,205,EF1%,37.3750,39.8019,+2.4269
Q16790,L1,10448,205,EF5%,13.9352,17.4434,+3.5082
Q16790,L1,10448,205,AUROC,0.9026,0.9587,+0.0561
Q2M2I8,L1,1479,29,EF1%,17.0000,51.0000,+34.0000
Q2M2I8,L1,1479,29,EF5%,19.2973,19.2973,+0.0000
Q2M2I8,L1,1479,29,AUROC,0.9863,0.9985,+0.0122
Q5S007,L1,1478,29,EF1%,47.5678,47.5678,+0.0000
Q5S007,L1,1478,29,EF5%,15.1519,13.7745,-1.3774
Q5S007,L1,1478,29,AUROC,0.8022,0.9012,+0.0990
Q5TCY1,L1,816,16,EF1%,28.3333,51.0000,+22.6667
Q5TCY1,L1,816,16,EF5%,19.9024,19.9024,+0.0000
Q5TCY1,L1,816,16,AUROC,0.9945,1.0000,+0.0055
Q6GI75,L1,816,16,EF1%,5.6667,5.6667,+0.0000
Q6GI75,L1,816,16,EF5%,1.2439,1.2439,+0.0000
Q6GI75,L1,816,16,AUROC,0.2803,0.4681,+0.1878
Q6P179,L1,611,12,EF1%,50.9167,50.9167,+0.0000
Q6P179,L1,611,12,EF5%,19.7097,19.7097,+0.0000
Q6P179,L1,611,12,AUROC,0.9999,1.0000,+0.0001
Q72547,L1,1785,35,EF1%,51.0000,51.0000,+0.0000
Q72547,L1,1785,35,EF5%,19.8333,19.8333,+0.0000
Q72547,L1,1785,35,AUROC,1.0000,1.0000,+0.0000
Q86W56,L1,2139,42,EF1%,50.9286,50.9286,+0.0000
Q86W56,L1,2139,42,EF5%,19.9907,19.9907,+0.0000
Q86W56,L1,2139,42,AUROC,1.0000,1.0000,+0.0000
Q86WV6,L1,1275,25,EF1%,23.5385,23.5385,+0.0000
Q86WV6,L1,1275,25,EF5%,4.7812,4.7812,+0.0000
Q86WV6,L1,1275,25,AUROC,0.4471,0.3226,-0.1244
Q86X55,L1,2446,48,EF1%,14.2683,46.8817,+32.6133
Q86X55,L1,2446,48,EF5%,8.2859,17.8147,+9.5288
Q86X55,L1,2446,48,AUROC,0.8835,0.9783,+0.0948
Q86YT5,L1,816,16,EF1%,51.0000,51.0000,+0.0000
Q86YT5,L1,816,16,EF5%,19.9024,19.9024,+0.0000
Q86YT5,L1,816,16,AUROC,1.0000,0.9998,-0.0002
Q8IXJ6,L1,1222,24,EF1%,11.7500,43.0833,+31.3333
Q8IXJ6,L1,1222,24,EF5%,6.5699,16.4247,+9.8548
Q8IXJ6,L1,1222,24,AUROC,0.9074,0.9738,+0.0664
Q8N1Q1,L1,510,10,EF1%,34.0000,42.5000,+8.5000
Q8N1Q1,L1,510,10,EF5%,15.6923,19.6154,+3.9231
Q8N1Q1,L1,510,10,AUROC,0.9776,0.9930,+0.0154
Q8N884,L1,713,14,EF1%,19.0982,44.5625,+25.4643
Q8N884,L1,713,14,EF5%,16.9762,18.3909,+1.4147
Q8N884,L1,713,14,AUROC,0.9733,0.9966,+0.0233
Q8NEB9,L1,663,13,EF1%,51.0000,51.0000,+0.0000
Q8NEB9,L1,663,13,EF5%,13.5000,13.5000,+0.0000
Q8NEB9,L1,663,13,AUROC,0.8841,0.8993,+0.0151
Q8NER1,L1,510,10,EF1%,17.0000,51.0000,+34.0000
Q8NER1,L1,510,10,EF5%,11.7692,15.6923,+3.9231
Q8NER1,L1,510,10,AUROC,0.8261,0.9449,+0.1188
Q8R4B8,L1,1018,20,EF1%,13.8818,13.8818,+0.0000
Q8R4B8,L1,1018,20,EF5%,2.9941,2.9941,+0.0000
Q8R4B8,L1,1018,20,AUROC,0.6201,0.6084,-0.0117
Q8TF76,L1,663,13,EF1%,21.8571,21.8571,+0.0000
Q8TF76,L1,663,13,EF5%,4.5000,7.5000,+3.0000
Q8TF76,L1,663,13,AUROC,0.7489,0.8108,+0.0620
Q8WUI4,L1,865,17,EF1%,39.5752,50.8824,+11.3072
Q8WUI4,L1,865,17,EF5%,16.1898,19.6591,+3.4693
Q8WUI4,L1,865,17,AUROC,0.9711,0.9958,+0.0246
Q92769,L1,6469,127,EF1%,49.3697,50.1534,+0.7836
Q92769,L1,6469,127,EF5%,18.5511,19.4944,+0.9433
Q92769,L1,6469,127,AUROC,0.9807,0.9921,+0.0114
Q92793,L1,612,12,EF1%,51.0000,51.0000,+0.0000
Q92793,L1,612,12,EF5%,14.8065,19.7419,+4.9355
Q92793,L1,612,12,AUROC,0.9600,1.0000,+0.0400
Q92918,L1,8204,161,EF1%,47.2729,50.9565,+3.6836
Q92918,L1,8204,161,EF5%,18.8452,17.6054,-1.2398
Q92918,L1,8204,161,AUROC,0.9755,0.9845,+0.0091
Q93009,L1,813,16,EF1%,50.8125,50.8125,+0.0000
Q93009,L1,813,16,EF5%,16.1113,17.3506,+1.2393
Q93009,L1,813,16,AUROC,0.8652,0.9202,+0.0550
Q96EB6,L1,561,11,EF1%,34.0000,42.5000,+8.5000
Q96EB6,L1,561,11,EF5%,19.3448,12.3103,-7.0345
Q96EB6,L1,561,11,AUROC,0.9972,0.9664,-0.0307
Q96GD4,L1,1224,24,EF1%,43.1538,35.3077,-7.8462
Q96GD4,L1,1224,24,EF5%,13.9839,15.6290,+1.6452
Q96GD4,L1,1224,24,AUROC,0.9105,0.9491,+0.0386
Q96KQ7,L1,1527,30,EF1%,50.9000,50.9000,+0.0000
Q96KQ7,L1,1527,30,EF5%,18.5091,19.1701,+0.6610
Q96KQ7,L1,1527,30,AUROC,0.9694,0.9793,+0.0099
Q96LA8,L1,611,12,EF1%,29.0952,50.9167,+21.8214
Q96LA8,L1,611,12,EF5%,6.5699,19.7097,+13.1398
Q96LA8,L1,611,12,AUROC,0.6018,0.9996,+0.3977
Q96MU7,L1,560,11,EF1%,0.0000,42.4242,+42.4242
Q96MU7,L1,560,11,EF5%,5.4545,20.0000,+14.5455
Q96MU7,L1,560,11,AUROC,0.9344,0.9929,+0.0585
Q96P20,L1,1224,24,EF1%,39.2308,39.2308,+0.0000
Q96P20,L1,1224,24,EF5%,9.8710,8.2258,-1.6452
Q96P20,L1,1224,24,AUROC,0.7615,0.6498,-0.1117
Q96RI1,L1,660,12,EF1%,55.0000,55.0000,+0.0000
Q96RI1,L1,660,12,EF5%,20.0000,20.0000,+0.0000
Q96RI1,L1,660,12,AUROC,1.0000,0.9981,-0.0019
