uniprot,best_identity_conplex_bindingdb,in_dude_57
Q9GZQ6,0.3270,0
Q9GZQ8,0.0000,0
Q9GZS1,0.0000,0
Q9GZS3,0.3090,0
Q9GZT4,0.1900,0
Q9GZT9,0.9830,0
Q9GZZ6,0.5660,0
Q9H093,0.9650,0
Q9H0C8,0.0000,0
Q9H0E9,0.0000,0
Q9H0J9,0.0000,0
Q9H0K1,0.9410,0
Q9H0R8,0.0000,0
Q9H1D0,0.2840,0
Q9H1R3,0.9320,0
Q9H244,0.9410,0
Q9H299,0.0000,0
Q9H2G2,0.8870,0
Q9H2K2,0.9680,0
Q9H2K8,0.9120,0
Q9H2U1,0.0000,0
Q9H2X6,0.9450,0
Q9H300,0.0000,0
Q9H307,0.0000,0
Q9H3K6,0.0000,0
Q9H3N8,0.9420,0
Q9H3R0,0.0000,0
Q9H3Y6,0.9930,0
Q9H422,0.9610,0
Q9H492,0.0000,0
Q9H4A3,0.0000,0
Q9H4B4,0.9680,0
Q9H4B7,0.9700,0
Q9H583,0.0000,0
Q9H5I1,0.0000,0
Q9H5V9,0.0000,0
Q9H5Z1,0.0000,0
Q9H665,0.9930,0
Q9H6Z9,0.7080,0
Q9H773,0.0000,0
Q9H792,0.0000,0
Q9H7B4,0.0000,0
Q9H7D7,0.0000,0
Q9H7L9,0.0000,0
Q9H7M9,0.0000,0
Q9H7Z6,0.0000,0
Q9H7Z7,0.0000,0
Q9H875,0.0000,0
Q9H8M2,0.9340,0
Q9H981,0.0000,0
Q9H999,0.0000,0
Q9H9A6,0.0000,0
Q9H9B1,0.0000,0
Q9H9F9,0.0000,0
Q9HA64,0.0000,0
Q9HAN9,0.0000,0
Q9HAZ1,0.9870,0
Q9HB14,0.0000,0
Q9HB55,0.7770,0
Q9HBA0,0.5340,0
Q9HBH9,0.9740,0
Q9HBW0,0.2510,0
Q9HBX9,0.1550,0
Q9HBY0,0.0000,0
Q9HBY8,0.7330,0
Q9HC29,0.0000,0
Q9HC35,0.0000,0
Q9HC84,0.0000,0
Q9HC98,1.0000,0
Q9HCE5,0.0000,0
Q9HCG8,0.0000,0
Q9HCK8,0.0000,0
Q9HCP0,0.9780,0
Q9HCR9,0.4680,0
Q9HCX4,0.0000,0
Q9HD42,0.0000,0
Q9HYN5,0.0000,0
Q9HZQ8,0.0000,0
Q9I6N5,0.0000,0
Q9IWW8,0.0000,0
Q9JHG7,0.9300,0
Q9JJ73,0.0000,0
Q9JJJ3,0.0000,0
Q9JKB0,0.2680,0
Q9JN24,0.0000,0
Q9NNW5,0.0000,0
Q9NP56,0.0000,0
Q9NPA8,0.0000,0
Q9NPC1,0.2830,0
Q9NPD3,0.0000,0
Q9NPD5,0.0000,0
Q9NPF7,0.0000,0
Q9NPH5,0.0000,0
Q9NPI1,0.9350,0
Q9NQR1,0.0000,0
Q9NQS5,0.2290,0
Q9NQU5,0.9550,0
Q9NQV7,0.0000,0
Q9NQW5,0.0000,0
Q9NQW7,0.0000,0
Q9NR19,0.0000,0
Q9NR20,0.5670,0
Q9NR21,0.0000,0
Q9NR22,0.0000,0
Q9NR48,0.0000,0
Q9NR50,0.0000,0
Q9NR96,0.0000,0
Q9NR97,0.0000,0
Q9NRA0,0.0000,0
Q9NRC8,0.2120,0
Q9NRG4,0.0000,0
Q9NRG9,0.0000,0
Q9NRH2,0.9460,0
Q9NRM0,0.4420,0
Q9NRM7,0.9690,0
Q9NRP7,0.9460,0
Q9NRW3,0.0000,0
Q9NRZ9,0.0000,0
Q9NS87,0.0000,0
Q9NS91,0.0000,0
Q9NSA0,0.0000,0
Q9NSD7,0.2990,0
Q9NSD9,0.0000,0
Q9NSU2,0.0000,0
Q9NSY1,0.9140,0
Q9NTG7,0.0000,0
Q9NTJ3,0.0000,0
Q9NU22,0.0000,0
Q9NUJ1,0.0000,0
Q9NUV7,0.0000,0
Q9NUW8,0.0000,0
Q9NV88,0.0000,0
Q9NVM4,0.0000,0
Q9NW64,0.0000,0
Q9NWB6,0.0000,0
Q9NWH9,0.0000,0
Q9NWM0,0.2300,0
Q9NWZ3,0.9540,0
Q9NX24,0.0000,0
Q9NXA8,0.9910,0
Q9NXF8,0.0000,0
Q9NXS2,0.0000,0
Q9NY46,0.2060,0
Q9NY57,0.9940,0
Q9NY59,0.0000,0
Q9NYA1,0.0000,0
Q9NYF8,0.0000,0
Q9NYK1,0.0000,0
Q9NYL2,0.9700,0
Q9NYU2,0.0000,0
Q9NYV4,0.4100,0
Q9NYY3,0.9790,0
Q9NZ01,0.0000,0
Q9NZ08,0.0000,0
Q9NZC2,0.0000,0
Q9NZI8,0.0000,0
Q9NZJ5,0.0000,0
Q9NZL4,0.0000,0
Q9NZM4,0.0000,0
Q9NZN9,0.1740,0
Q9NZQ7,0.0000,0
Q9P0L2,0.9420,0
Q9P1W9,1.0000,0
Q9P1Z3,0.2480,0
Q9UPN9,0.4900,0
Q9UPP1,0.0000,0
Q9UPS6,0.0000,0
Q9UPU5,0.0000,0
Q9UPW6,0.0000,0
Q9UPY5,0.1590,0
Q9UPZ9,0.9750,0
Q9UQ35,0.0000,0
Q9UQ49,0.0000,0
Q9UQ84,0.0000,0
Q9UQB9,0.9630,0
Q9UQD0,0.2060,0
Q9UQE7,0.0000,0
Q9UQL6,0.0000,0
Q9UQM7,0.9820,0
Q9WHN8,0.0000,0
Q9WUD2,0.5200,0
Q9Y210,0.0000,0
Q9Y233,0.9750,0
Q9Y239,0.0000,0
Q9Y243,0.9880,0
Q9Y251,0.9700,0
Q9Y262,0.0000,0
Q9Y266,0.0000,0
Q9Y285,0.0000,0
Q9Y295,0.0000,0
Q9Y2D0,1.0000,0
Q9Y2H1,0.9690,0
Q9Y2H9,0.9360,0
Q9Y2I1,0.0000,0
Q9Y2I7,0.0000,0
Q9Y2J8,0.0000,0
Q9Y2K2,0.9510,0
Q9Y2R2,0.0000,0
Q9Y2T6,0.3180,0
Q9Y2U5,0.9650,0
Q9Y2U9,0.0000,0
Q9Y2W1,0.0000,0
Q9Y2X0,0.0000,0
Q9Y337,0.5190,0
Q9Y383,0.0000,0
Q9Y397,0.0000,0
Q9Y3B4,0.0000,0
Q9Y3E1,0.0000,0
Q9Y3Q4,0.0000,0
Q9Y3R4,0.0000,0
Q9Y3S1,0.0000,0
Q9Y463,0.9570,0
Q9Y468,0.5780,0
Q9Y478,0.0000,0
Q9Y4B6,0.0000,0
Q9Y4C1,0.0000,0
Q9Y4K0,0.0000,0
Q9Y4K1,0.0000,0
Q9Y4K4,0.9790,0
Q9Y4P1,0.0000,0
Q9Y4W2,0.0000,0
Q9Y4X0,0.0000,0
Q9Y508,0.0000,0
Q9Y572,0.3250,0
Q9Y5A9,0.0000,0
Q9Y5B6,0.0000,0
Q9Y5B9,0.0000,0
Q9Y5K2,0.4510,0
Q9Y5K5,0.0000,0
Q9Y5N1,0.9410,0
Q9Y5N5,0.0000,0
Q9Y5S2,0.9360,0
Q9Y5S8,0.0000,0
Q9Y5U8,0.0000,0
Q9Y5X5,0.3290,0
Q9Y5Y6,0.0000,0
Q9Y5Y9,0.2100,0
Q9Y5Z0,0.5360,0
Q9Y606,0.0000,0
Q9Y616,0.9840,0
Q9Y617,0.0000,0
Q9Y618,0.0000,0
Q9Y657,0.0000,0
Q9Y678,0.0000,0
Q9Y6A4,0.0000,0
Q9Y6E0,0.9580,0
Q9Y6E7,0.2710,0
Q9Y6F1,0.9650,0
Q9Y6I9,0.0000,0
Q9Y6K1,0.0000,0
Q9Y6L6,0.0000,0
Q9Y6M1,0.0000,0
Q9Y6M4,0.9730,0
Q9Y6R4,0.9500,0
Q9Z0J4,0.0000,0
Q9Z0K8,0.0000,0
Q9Z0U4,0.0000,0
Q9Z1L0,0.9450,0
Q9Z1M0,0.8790,0
Q9ZLT0,0.9270,0
R4GN05,0.0000,0
S4UKT1,0.0000,0
W7K9N9,0.0000,0
